round,n_sampled,n_straggle,n_trained,n_skip,n_drift,uploads,bytes,median_delta_norm,p90_delta_norm,n_clipped,mean_clip_scale
1,7,2,5,0,0,5,89900,4.268506050109863,4.466707611083985,0,
2,7,1,6,0,0,6,107950,3.9395980834960938,4.4745934009552,1,0.9811145529449724
3,7,0,7,0,0,7,126610,3.8119711875915527,4.190031337738037,0,
4,7,2,5,0,0,5,90795,3.390042304992676,3.54227557182312,0,
5,7,1,6,0,0,6,108990,2.7773057222366333,2.9666577577590942,0,
6,7,0,7,0,0,7,127145,2.4482014179229736,2.5793450832366944,0,
7,7,1,6,1,0,5,90815,1.6711446642875671,2.47064745426178,0,
8,7,0,7,1,1,6,109000,1.5585294961929321,2.4591036796569825,0,
9,7,2,5,0,0,5,90830,1.3759050369262695,1.7092774152755739,0,
10,7,0,7,0,0,7,127155,1.213881015777588,1.523902487754822,0,
11,7,1,6,0,1,6,109005,1.032751351594925,1.8470174670219421,0,
12,7,1,6,0,0,6,109015,1.0100131928920746,1.1865965127944946,0,
13,7,0,7,0,0,7,127155,0.8228895664215088,1.0374351024627686,0,
14,7,0,7,0,1,7,127120,0.8793540000915527,1.4179231882095338,0,
15,7,1,6,0,0,6,108990,0.819279670715332,1.14870023727417,0,
16,7,2,5,0,1,5,90795,0.8252399563789368,0.8937799334526062,0,
17,7,1,6,1,0,5,90825,0.7855862379074097,0.9579864740371704,0,
18,7,0,7,1,1,6,108995,0.7139261364936829,0.7662174940109253,0,
19,7,0,7,0,1,7,127090,0.691143274307251,0.8441617727279663,0,
20,7,1,6,0,1,6,108870,0.7636164128780365,0.8423588573932648,0,
21,7,0,7,0,2,7,127140,0.7970819473266602,1.022861921787262,1,0.8932018519910971
22,7,1,6,0,0,6,108945,0.896303802728653,1.0437383651733398,0,
23,7,0,7,0,0,7,127110,0.8507070541381836,1.1800662755966187,0,
24,7,1,6,0,2,6,108860,1.0858407020568848,1.238615870475769,0,
25,7,1,6,0,3,6,108970,0.9437040090560913,1.1715540885925293,0,
26,7,1,6,0,0,6,109000,0.9966371655464172,1.351452350616455,0,
27,7,1,6,0,3,6,109020,1.0663785338401794,1.3180869221687317,0,
28,7,1,6,0,1,6,108995,0.9529633820056915,1.0243404507637024,0,
29,7,0,7,0,2,7,127145,0.8925319910049438,1.0134165406227114,0,
30,7,2,5,0,2,5,90835,0.7662478089332581,0.825555396080017,0,
31,7,0,7,0,2,7,127165,0.7974420785903931,0.8382603049278259,0,
32,7,0,7,0,1,7,127160,0.7634156942367554,0.9353596568107606,0,
33,7,0,7,0,1,7,127160,0.9289976358413696,1.0015147566795348,0,
34,7,0,7,0,4,7,127080,0.818141520023346,0.9891695976257324,0,
35,7,1,6,0,2,6,109005,0.7904822826385498,0.93416827917099,0,
36,7,0,7,0,0,7,127155,0.693501889705658,0.8680429935455323,0,
37,7,0,7,0,3,7,127115,0.8493642807006836,0.9298378944396972,0,
38,7,0,7,0,2,7,127155,0.8878269791603088,1.066642451286316,0,
39,7,1,6,0,2,6,109000,0.7985181510448456,0.9548662006855011,0,
40,7,0,7,0,4,7,127175,0.7634715437889099,0.9701448798179627,0,
41,7,0,7,0,4,7,127160,0.6803444623947144,0.9316421747207642,0,
42,7,1,6,0,3,6,108995,0.8296788930892944,1.0416311621665955,0,
43,7,0,7,0,2,7,127170,0.7257946133613586,0.8964951753616334,0,
44,7,1,6,0,4,6,108995,0.621242880821228,0.7415084540843964,0,
45,7,0,7,0,1,7,127000,0.561581552028656,0.8921052098274231,0,
46,7,0,7,0,1,7,127060,0.5493619441986084,0.8795815348625184,0,
47,7,1,6,0,2,6,108980,0.4764837324619293,0.6230656206607819,0,
48,7,0,7,0,0,7,127140,0.5345905423164368,0.7458265185356141,0,
49,7,3,4,0,1,4,72650,0.6465783417224884,0.8708777070045471,0,
50,7,2,5,0,3,5,90840,0.761570930480957,0.8219767332077026,0,
