round,n_sampled,n_straggle,n_trained,n_skip,n_drift,uploads,bytes,median_delta_norm,p90_delta_norm,n_clipped,mean_clip_scale
1,7,0,7,0,0,7,125940,3.8642160892486572,4.427415180206299,0,
2,7,1,6,0,0,6,108390,4.116511821746826,4.632365703582764,0,
3,7,0,7,0,0,7,126795,3.854448080062866,4.039276123046875,0,
4,7,0,7,0,1,7,126910,3.276930093765259,3.333671522140503,0,
5,7,0,7,0,2,7,127145,2.6048340797424316,2.6918460369110107,0,
6,7,2,5,0,1,5,90755,2.4417998790740967,2.5836233139038085,0,
7,7,1,6,0,1,6,108985,1.6642210483551025,2.3488547801971436,0,
8,7,1,6,0,3,6,108975,1.384163498878479,2.0668405890464783,0,
9,7,1,6,0,0,6,108980,1.1162644028663635,1.341856062412262,0,
10,7,0,7,1,0,6,109000,1.2306751012802124,1.7291563510894776,0,
11,7,0,7,2,0,5,90820,0.9665566682815552,1.3305657863616944,0,
12,7,1,6,1,0,5,90770,0.8665580749511719,1.3149925768375397,0,
13,7,0,7,1,0,6,108860,0.8629602193832397,1.0885522365570068,0,
14,7,1,6,3,0,3,54325,0.6651341915130615,0.7525956332683563,0,
15,7,1,6,0,0,6,108995,0.6424555778503418,0.8404490947723389,0,
16,7,1,6,1,0,5,90650,0.7043182551860809,0.7857083976268768,0,
17,7,1,6,1,0,5,90810,0.689472109079361,0.8763928115367889,0,
18,7,0,7,0,1,7,127045,0.659044623374939,0.9485877633094788,0,
19,7,0,7,0,0,7,126785,0.5935531258583069,0.9731908440589905,0,
20,7,0,7,0,1,7,126520,0.8106244802474976,0.8903025984764099,0,
21,7,1,6,0,0,6,108370,0.7171614170074463,0.8870045840740204,0,
22,7,1,6,0,0,6,108565,0.9214781522750854,1.043399065732956,0,
23,7,2,5,0,0,5,90635,0.7244560122489929,1.0212921142578124,0,
24,7,1,6,0,0,6,108980,0.828774482011795,1.0064580738544464,0,
25,7,1,6,0,1,6,108865,0.830846518278122,1.023234337568283,0,
26,7,0,7,0,1,7,126880,0.9839003682136536,1.1109900712966918,0,
27,7,1,6,0,2,6,108860,1.1711930632591248,1.4071024656295776,0,
28,7,0,7,0,0,7,126635,1.3776195049285889,1.5561391353607177,0,
29,7,0,7,0,1,7,126965,1.4707274436950684,1.595241951942444,0,
30,7,0,7,0,1,7,127120,1.4651954174041748,1.8543664932250976,0,
31,7,0,7,0,0,7,127110,1.7608805894851685,2.04077410697937,0,
32,7,1,6,0,2,6,108960,1.5162274837493896,1.94259774684906,0,
33,7,0,7,0,0,7,127165,1.9138994216918945,2.0335024118423464,0,
34,7,1,6,0,0,6,109015,2.061530590057373,2.1895662546157837,0,
35,7,2,5,0,0,5,90815,1.9594639539718628,2.1606022357940673,0,
36,7,0,7,0,0,7,127160,1.9180458784103394,2.2296154499053955,0,
37,7,1,6,0,0,6,108975,1.6541262865066528,1.8831497430801392,0,
38,7,1,6,0,1,6,108990,1.4622517824172974,1.8580278158187866,0,
39,7,0,7,0,3,7,127185,1.2819956541061401,1.5475808143615724,0,
40,7,3,4,0,0,4,72675,1.0484957695007324,1.392958188056946,0,
41,7,2,5,0,1,5,90830,1.2198207378387451,1.3977540493011475,0,
42,7,0,7,0,1,7,127165,1.153948187828064,1.321326756477356,0,
43,7,1,6,0,0,6,108990,1.0242734551429749,1.1478521823883057,0,
44,7,3,4,0,0,4,72655,1.076474905014038,1.1568627119064332,0,
45,7,0,7,0,1,7,127155,0.950123131275177,1.1885344028472902,0,
46,7,1,6,0,0,6,108985,0.9616357386112213,1.0826287269592285,0,
47,7,1,6,0,0,6,108980,0.8530541062355042,1.0874824523925781,0,
48,7,1,6,0,0,6,108985,1.1924326419830322,1.2954218983650208,0,
49,7,1,6,0,1,6,108980,1.115377962589264,1.223702073097229,0,
50,7,1,6,0,0,6,108995,0.9490019977092743,1.247434377670288,0,
51,7,0,7,0,0,7,127140,1.0888129472732544,1.3034714698791505,0,
52,7,2,5,0,0,5,90815,1.1464041471481323,1.4053337335586549,0,
53,7,2,5,0,0,5,90835,0.9591088891029358,1.0597583055496216,0,
54,7,0,7,0,0,7,127155,1.0340381860733032,1.1561798810958863,0,
55,7,0,7,0,0,7,127135,1.0342576503753662,1.241522741317749,0,
56,7,1,6,0,0,6,108980,1.0645581483840942,1.1763757467269897,0,
57,7,2,5,0,1,5,90845,1.0186727046966553,1.1495303630828857,0,
58,7,0,7,0,0,7,127150,1.0301485061645508,1.1587764024734497,0,
59,7,1,6,0,0,6,108990,1.0955014824867249,1.288084089756012,0,
60,7,1,6,0,1,6,108980,1.0810229778289795,1.1182714104652405,0,
61,7,2,5,0,0,5,90845,1.1062402725219727,1.1792503356933595,0,
62,7,0,7,0,1,7,127170,1.0995714664459229,1.1783998250961305,0,
63,7,0,7,0,1,7,127145,1.0586413145065308,1.183052921295166,0,
64,7,1,6,0,1,6,108995,1.0495356917381287,1.1650936007499695,0,
65,7,1,6,0,0,6,108990,1.0091538727283478,1.1739574670791626,0,
66,7,1,6,0,1,6,108995,1.0504000782966614,1.1036091446876526,0,
67,7,1,6,0,0,6,109000,0.9333406686782837,0.9969837665557861,0,
68,7,0,7,0,2,7,127140,1.0221730470657349,1.1525149583816527,0,
69,7,0,7,0,1,7,127145,0.9662389159202576,1.2568089008331298,0,
70,7,1,6,0,0,6,108980,0.9689716696739197,1.2381429076194763,0,
71,7,0,7,0,0,7,127160,1.006879448890686,1.1830785989761354,0,
72,7,0,7,0,1,7,127160,1.0361120700836182,1.0632009267807008,0,
73,7,0,7,0,0,7,127145,1.0977975130081177,1.1288318157196044,0,
74,7,0,7,0,1,7,127155,1.1074423789978027,1.2396201372146607,0,
75,7,0,7,0,0,7,127170,0.9502673149108887,1.0876904010772706,0,
76,7,0,7,0,1,7,127140,0.9854241609573364,1.1867566585540772,0,
77,7,1,6,0,1,6,108990,1.044844001531601,1.1603593826293945,0,
78,7,1,6,0,1,6,109010,1.0226369798183441,1.154032051563263,0,
79,7,2,5,0,0,5,90815,1.1477819681167603,1.2454618453979491,0,
80,7,1,6,0,0,6,109020,0.9857026636600494,1.2176514863967896,0,
81,7,0,7,0,0,7,127160,1.1022882461547852,1.1866159677505492,0,
82,7,0,7,0,1,7,127150,0.9929847121238708,1.15029993057251,0,
83,7,0,7,0,0,7,127160,1.0749253034591675,1.274063777923584,0,
84,7,0,7,0,0,7,127140,1.0931955575942993,1.1821356773376466,0,
85,7,1,6,0,0,6,108990,0.9357815682888031,1.2157166004180908,0,
86,7,2,5,0,0,5,90830,1.0304185152053833,1.1867316484451294,0,
87,7,0,7,0,1,7,127150,1.1267739534378052,1.2696512699127198,0,
88,7,2,5,0,1,5,90835,0.9897904992103577,1.1215441942214965,0,
89,7,0,7,0,1,7,127150,1.0123080015182495,1.0602991580963135,0,
90,7,1,6,0,0,6,108985,0.978105366230011,1.1954453587532043,0,
91,7,1,6,0,0,6,108985,1.0082325041294098,1.1894394755363464,0,
92,7,0,7,0,1,7,127140,1.021131157875061,1.129023289680481,0,
93,7,1,6,0,0,6,108985,1.0211308598518372,1.235024631023407,0,
94,7,1,6,0,1,6,108990,1.049623966217041,1.1270236372947693,0,
95,7,1,6,0,1,6,108985,1.0228382647037506,1.2236946821212769,0,
96,7,0,7,0,0,7,127160,0.9361836910247803,1.0681992530822755,0,
97,7,1,6,0,2,6,108995,1.0359573662281036,1.1661468148231506,0,
98,7,0,7,0,0,7,127145,0.9744235873222351,1.1756004810333254,0,
99,7,1,6,0,0,6,108995,0.9311085045337677,1.1916142106056213,0,
100,7,1,6,0,1,6,108980,1.047938883304596,1.203265130519867,0,
101,7,2,5,0,0,5,90830,1.076187014579773,1.2676618814468383,0,
102,7,0,7,0,0,7,127160,0.9879714250564575,1.107161569595337,0,
103,7,1,6,0,0,6,108975,1.0020672082901,1.134864091873169,0,
104,7,0,7,0,1,7,127155,1.0419422388076782,1.1223331928253173,0,
105,7,1,6,0,3,6,109000,0.9882997572422028,1.2962288856506348,0,
106,7,1,6,0,2,6,108980,0.9812022149562836,1.1920499801635742,0,
107,7,1,6,0,0,6,109005,1.0131933689117432,1.2172342538833618,0,
108,7,1,6,0,1,6,108990,0.9333304464817047,1.076674461364746,0,
109,7,0,7,0,2,7,127160,0.9466475248336792,1.3018643617630006,0,
110,7,1,6,0,0,6,108990,1.0803683996200562,1.3177165389060974,0,
111,7,2,5,0,0,5,90820,0.933549702167511,1.0716132164001464,0,
112,7,1,6,0,0,6,108975,1.026733934879303,1.1925461888313293,0,
113,7,1,6,0,0,6,108985,0.9961220920085907,1.1904622912406921,0,
114,7,1,6,0,0,6,109005,1.0831617712974548,1.2507266998291016,0,
115,7,1,6,0,0,6,108990,0.9876705408096313,1.1275156140327454,0,
116,7,0,7,0,0,7,127170,1.0113675594329834,1.0754886150360108,0,
117,7,0,7,0,0,7,127145,1.009826421737671,1.1498987197875978,0,
118,7,0,7,0,2,7,127140,0.9794022440910339,1.1051077365875244,0,
119,7,1,6,0,0,6,108995,1.0752830505371094,1.3448570370674133,0,
120,7,0,7,0,0,7,127150,1.0162849426269531,1.32436683177948,0,
121,7,3,4,0,0,4,72665,0.9928971827030182,1.1519150257110595,0,
122,7,1,6,0,0,6,109010,1.143104374408722,1.334004282951355,0,
123,7,0,7,0,0,7,127170,1.0999634265899658,1.4025384664535523,0,
124,7,0,7,0,1,7,127160,1.0914584398269653,1.3102121353149416,0,
125,7,0,7,0,1,7,127155,1.0637853145599365,1.2870025634765625,0,
126,7,2,5,0,1,5,90820,1.0730366706848145,1.3545721292495727,0,
127,7,1,6,0,0,6,108980,1.1565992832183838,1.2866480350494385,0,
128,7,0,7,0,0,7,127165,1.0465185642242432,1.3409420967102053,0,
129,7,0,7,0,1,7,127185,1.052107810974121,1.2042325496673585,0,
130,7,0,7,0,0,7,127145,1.1209911108016968,1.2254123926162719,0,
131,7,1,6,0,1,6,108975,0.9948978424072266,1.2782464623451233,0,
132,7,1,6,0,1,6,108965,1.0018627047538757,1.1052155494689941,0,
133,7,2,5,0,1,5,90825,1.0121749639511108,1.3485539197921752,0,
134,7,2,5,0,1,5,90820,0.9077486395835876,1.1717652797698974,0,
135,7,1,6,0,1,6,108990,1.0546461641788483,1.1693876385688782,0,
136,7,0,7,0,0,7,127155,1.0111443996429443,1.1666035890579225,0,
137,7,0,7,0,0,7,127150,1.028265118598938,1.110810351371765,0,
138,7,0,7,0,0,7,127170,0.9912396669387817,1.042596983909607,0,
139,7,0,7,0,0,7,127170,1.0138200521469116,1.2153132915496827,0,
140,7,3,4,0,0,4,72650,1.1603263020515442,1.3124063968658448,0,
141,7,1,6,0,0,6,108990,1.0867244005203247,1.1537396311759949,0,
142,7,0,7,0,1,7,127160,0.9848244786262512,1.0283965587615966,0,
143,7,1,6,0,2,6,108990,1.0289974212646484,1.3291001915931702,0,
144,7,1,6,0,0,6,108995,1.0147061049938202,1.1880040764808655,0,
145,7,1,6,0,0,6,109000,0.9980646371841431,1.2840934991836548,0,
146,7,3,4,0,1,4,72675,1.2394551038742065,1.27215496301651,0,
147,7,1,6,0,1,6,108980,1.1263515949249268,1.2700859904289246,0,
148,7,1,6,0,1,6,108980,1.2020862102508545,1.3088629841804504,0,
149,7,0,7,0,0,7,127155,1.050600290298462,1.2667203187942504,0,
150,7,2,5,0,1,5,90840,0.9828316569328308,1.2706737279891969,0,
151,7,0,7,0,1,7,127160,0.9909507632255554,1.20528302192688,0,
152,7,0,7,0,0,7,127140,0.9637908339500427,1.259086871147156,0,
153,7,1,6,0,1,6,108980,0.9632962346076965,1.206796944141388,0,
154,7,1,6,0,0,6,108980,0.9437044858932495,1.016121506690979,0,
155,7,1,6,0,1,6,108990,1.042087197303772,1.1410434246063232,0,
156,7,1,6,0,1,6,109025,1.0867721438407898,1.252839207649231,0,
157,7,1,6,0,0,6,108985,0.9702187776565552,1.1103105545043945,0,
158,7,0,7,0,0,7,127175,1.0097858905792236,1.1784500598907472,0,
159,7,1,6,0,0,6,109005,0.8913770616054535,1.0127525627613068,0,
160,7,0,7,0,1,7,127155,0.985709011554718,1.3073705434799194,0,
161,7,3,4,0,0,4,72650,0.9420457780361176,0.9780537605285644,0,
162,7,1,6,0,1,6,109000,0.9067905843257904,0.9558165967464447,0,
163,7,0,7,0,2,7,127160,0.9902961850166321,1.3353594064712524,0,
164,7,1,6,0,0,6,108995,1.0569892525672913,1.2683175206184387,0,
165,7,0,7,0,0,7,127165,0.9272835850715637,0.994185245037079,0,
166,7,0,7,0,1,7,127145,0.9020140767097473,1.1034665346145631,0,
167,7,2,5,0,1,5,90830,0.93644118309021,1.1703607082366942,0,
168,7,1,6,0,0,6,108995,0.89057856798172,1.0056901276111603,0,
169,7,0,7,0,0,7,127150,1.0976905822753906,1.278684139251709,0,
170,7,1,6,0,2,6,108970,0.9530679881572723,1.0757288932800293,0,
171,7,1,6,0,1,6,108995,0.9781275689601898,1.116944134235382,0,
172,7,1,6,0,0,6,108990,1.0483859777450562,1.2059141993522644,0,
173,7,1,6,0,2,6,108995,1.0727288126945496,1.1370908617973328,0,
174,7,1,6,0,0,6,108970,0.999916136264801,1.1344590783119202,0,
175,7,0,7,0,0,7,127165,1.0372885465621948,1.056819534301758,0,
176,7,3,4,0,0,4,72675,0.900653064250946,1.0542162895202638,0,
177,7,0,7,0,0,7,127125,0.9242551922798157,1.2141573429107666,0,
178,7,1,6,0,1,6,108995,0.9343035817146301,1.0336903929710388,0,
179,7,0,7,0,0,7,127150,0.973166823387146,1.2387434244155884,0,
180,7,0,7,0,0,7,127150,0.8933696746826172,1.003220546245575,0,
181,7,0,7,0,0,7,127160,0.8486570715904236,1.0929044365882876,0,
182,7,2,5,0,0,5,90840,0.8958637118339539,1.0961721181869506,0,
183,7,0,7,0,1,7,127150,0.884700357913971,1.2489154815673829,0,
184,7,1,6,0,1,6,108990,0.8751647174358368,0.9662064909934998,0,
185,7,0,7,0,1,7,127155,0.9237817525863647,1.1905809164047243,0,
186,7,1,6,0,0,6,108980,0.8559839129447937,1.020646721124649,0,
187,7,1,6,0,0,6,108990,1.1115564107894897,1.3182726502418518,0,
188,7,2,5,0,1,5,90825,0.8932110667228699,1.1240199089050293,0,
189,7,0,7,0,0,7,127150,0.9894263744354248,1.021736741065979,0,
190,7,0,7,0,0,7,127145,0.919897198677063,1.1958710193634035,0,
191,7,1,6,0,1,6,109010,0.9213949739933014,1.1397665441036224,0,
192,7,2,5,0,0,5,90825,0.9023569822311401,1.059138822555542,0,
193,7,2,5,0,0,5,90820,0.9927170872688293,1.1412959814071655,0,
194,7,1,6,0,0,6,108985,0.8511891663074493,0.944749504327774,0,
195,7,1,6,0,0,6,108970,1.0725793242454529,1.2072837948799133,0,
196,7,1,6,0,0,6,108980,0.9532695412635803,1.2587618231773376,0,
197,7,1,6,0,1,6,108995,0.8848131597042084,1.0019116401672363,0,
198,7,1,6,0,0,6,108985,0.9453154802322388,1.1601008176803589,0,
199,7,2,5,0,1,5,90815,0.8588277101516724,1.0192363739013672,0,
200,7,1,6,0,0,6,108990,0.9729800820350647,1.2678044438362122,0,
